Amount,Payment_Method,Merchant_Category,Is_International,Device_Type,Account_Age_Months,Previous_Fraud,Fraud
2626.83,Debit Card,Shopping,1,Mobile,8,0,0
1652.84,Net Banking,Shopping,0,Mobile,26,0,0
8828.47,Wallet,Electronics,0,Mobile,12,1,0
7286.23,Wallet,Food,1,Desktop,40,0,0
2114.98,Wallet,Bills,1,Desktop,25,1,1
887.21,Debit Card,Bills,1,Desktop,40,1,1
6170.08,Wallet,Bills,0,Mobile,12,1,0
323.47,Wallet,Electronics,0,Desktop,48,0,0
3578.61,UPI,Travel,0,Mobile,56,1,0
69.88,UPI,Electronics,0,Mobile,42,1,1
4425.33,UPI,Travel,1,Mobile,31,0,1
2799.66,Net Banking,Shopping,1,Desktop,54,1,1
241.42,Debit Card,Electronics,0,Desktop,14,1,0
8171.03,Wallet,Electronics,0,Desktop,22,1,0
7246.8,Wallet,Bills,1,Desktop,1,0,1
360.54,Credit Card,Bills,1,Desktop,21,1,0
542.84,Wallet,Food,1,Mobile,36,1,1
399.44,Net Banking,Bills,1,Desktop,57,1,1
1211.06,Credit Card,Bills,0,Mobile,54,0,0
2194.65,UPI,Food,0,Desktop,40,1,1
2808.67,Debit Card,Bills,1,Mobile,47,0,0
168.95,Net Banking,Bills,0,Desktop,9,0,0
690.43,Debit Card,Shopping,1,Mobile,57,1,1
13.93,Wallet,Electronics,0,Mobile,41,0,0
364.02,Wallet,Electronics,1,Mobile,52,1,1
2312.65,Credit Card,Electronics,1,Desktop,11,0,0
7690.3,Net Banking,Electronics,1,Desktop,7,0,1
1278.32,Credit Card,Electronics,1,Mobile,34,0,0
7519.79,Debit Card,Electronics,0,Desktop,43,0,0
100.19,Net Banking,Bills,1,Desktop,59,1,1
455.46,UPI,Travel,1,Mobile,24,0,0
2585.63,Debit Card,Shopping,0,Desktop,52,0,0
1628.63,Debit Card,Food,0,Desktop,24,0,0
1119.6,Wallet,Travel,1,Mobile,29,0,1
2606.71,Net Banking,Food,1,Mobile,22,1,1
745.76,Credit Card,Shopping,0,Desktop,50,1,1
3267.8,Debit Card,Shopping,1,Desktop,7,1,0
11132.31,Debit Card,Travel,1,Mobile,41,1,1
482.84,Wallet,Bills,0,Desktop,54,0,0
5911.91,Credit Card,Travel,1,Desktop,40,1,0
2092.64,Wallet,Electronics,1,Desktop,1,0,0
1112.92,Debit Card,Electronics,1,Mobile,30,1,1
4158.41,Wallet,Travel,1,Mobile,59,0,0
4825.05,Debit Card,Shopping,1,Mobile,32,1,1
1894.64,Credit Card,Electronics,0,Mobile,49,0,0
111.7,Net Banking,Bills,0,Mobile,30,1,1
5434.02,Credit Card,Shopping,0,Desktop,19,0,0
203.9,Wallet,Shopping,1,Mobile,14,0,0
3755.91,Wallet,Travel,0,Mobile,50,0,0
2229.47,Debit Card,Travel,0,Desktop,28,0,0
1968.06,Debit Card,Electronics,1,Mobile,30,1,0
2460.49,Wallet,Bills,0,Mobile,4,0,0
602.42,Debit Card,Shopping,1,Desktop,29,0,0
235.52,Debit Card,Food,1,Mobile,3,1,1
1401.91,Debit Card,Shopping,1,Desktop,10,1,0
6831.64,Credit Card,Bills,1,Mobile,34,1,1
1576.47,Wallet,Electronics,1,Mobile,23,1,1
11579.92,Debit Card,Bills,1,Mobile,32,1,1
3776.05,Net Banking,Food,0,Desktop,29,1,0
1572.67,Credit Card,Bills,0,Desktop,57,0,0
752.98,Wallet,Bills,0,Mobile,24,0,0
654.89,Credit Card,Bills,1,Mobile,8,1,0
329.81,Debit Card,Travel,0,Desktop,47,1,0
2528.03,Debit Card,Shopping,1,Mobile,51,1,1
3173.1,Debit Card,Electronics,0,Mobile,47,1,1
3827.62,UPI,Food,1,Desktop,35,0,0
835.86,Credit Card,Food,0,Desktop,14,0,0
2772.95,UPI,Electronics,1,Mobile,46,1,0
5319.75,Wallet,Food,0,Mobile,4,1,1
8669.24,UPI,Travel,1,Desktop,54,0,1
688.18,Net Banking,Shopping,1,Mobile,31,1,1
1174.64,Credit Card,Food,0,Desktop,18,1,0
39.26,UPI,Electronics,1,Mobile,7,0,1
3994.33,Debit Card,Shopping,1,Desktop,21,1,0
80.67,Net Banking,Electronics,1,Mobile,19,1,0
2624.31,Net Banking,Travel,0,Mobile,18,0,0
6695.59,UPI,Electronics,0,Desktop,47,0,0
2940.58,UPI,Shopping,1,Desktop,11,1,1
900.98,Wallet,Shopping,1,Mobile,2,1,1
1353.24,Net Banking,Shopping,0,Desktop,55,0,0
936.19,Net Banking,Electronics,1,Mobile,5,1,1
1270.24,UPI,Food,1,Mobile,30,1,1
1351.82,UPI,Travel,1,Mobile,53,0,0
1046.4,Wallet,Electronics,1,Desktop,52,1,1
11012.8,Net Banking,Shopping,0,Desktop,44,0,0
452.86,Debit Card,Food,0,Desktop,10,0,0
2502.59,UPI,Travel,0,Desktop,59,1,1
6748.62,Debit Card,Food,0,Desktop,32,0,0
1661.27,Debit Card,Bills,1,Desktop,51,0,1
2155.13,Wallet,Travel,0,Mobile,9,1,1
2340.26,Debit Card,Shopping,0,Desktop,45,1,0
1545.25,Wallet,Bills,0,Desktop,9,1,0
450.22,UPI,Bills,1,Mobile,43,0,0
1643.01,Net Banking,Shopping,1,Mobile,26,1,1
2237.68,Credit Card,Travel,0,Desktop,45,1,1
3525.4,Credit Card,Travel,1,Mobile,37,1,1
55.69,Wallet,Shopping,0,Desktop,18,1,0
2262.91,Credit Card,Electronics,0,Mobile,42,1,1
2577.72,Debit Card,Shopping,1,Mobile,38,1,1
208.61,Wallet,Travel,1,Mobile,37,1,1
3161.67,Net Banking,Travel,1,Desktop,58,0,0
3821.07,Credit Card,Travel,1,Mobile,53,0,1
33.17,Wallet,Shopping,0,Mobile,21,1,0
918.29,Credit Card,Food,1,Mobile,31,1,0
6211.8,Debit Card,Travel,1,Mobile,40,0,0
865.97,Debit Card,Bills,0,Desktop,45,1,0
3281.2,Credit Card,Shopping,1,Desktop,7,1,0
2554.98,Credit Card,Electronics,1,Desktop,17,0,0
1627.83,Debit Card,Food,0,Desktop,28,1,1
4420.94,Net Banking,Food,1,Desktop,46,1,0
144.31,Credit Card,Electronics,1,Desktop,54,0,0
4018.62,Wallet,Shopping,0,Mobile,51,0,0
284.04,Credit Card,Food,0,Desktop,51,1,0
844.5,Credit Card,Travel,1,Desktop,21,0,0
5443.47,Net Banking,Food,1,Desktop,11,1,1
1318.65,Net Banking,Food,1,Mobile,49,1,1
3835.37,Credit Card,Shopping,0,Mobile,40,0,0
2506.93,Credit Card,Electronics,1,Mobile,34,1,1
1515.77,Net Banking,Travel,0,Desktop,24,1,0
8285.76,Wallet,Electronics,1,Desktop,5,0,1
1983.52,Credit Card,Travel,0,Mobile,58,1,0
95.04,Credit Card,Electronics,1,Mobile,20,1,1
530.26,Net Banking,Food,1,Mobile,52,0,0
158.39,Credit Card,Bills,1,Desktop,59,0,0
2725.29,Debit Card,Shopping,0,Mobile,34,1,0
2929.18,Net Banking,Electronics,0,Mobile,2,1,1
338.16,Wallet,Travel,1,Desktop,9,1,1
1299.47,Debit Card,Travel,0,Mobile,1,0,0
2052.51,Wallet,Travel,0,Desktop,43,1,1
2736.05,Wallet,Electronics,1,Mobile,25,1,1
848.69,Wallet,Shopping,1,Mobile,3,0,1
242.87,UPI,Bills,0,Mobile,44,0,0
3559.35,Net Banking,Bills,0,Desktop,30,0,0
15.8,UPI,Electronics,0,Mobile,12,0,0
1343.43,UPI,Food,0,Mobile,44,1,1
4941.89,Credit Card,Electronics,1,Desktop,49,1,1
441.39,Net Banking,Bills,1,Desktop,10,1,1
3518.98,Net Banking,Bills,0,Mobile,49,1,0
614.19,Debit Card,Food,0,Mobile,16,0,0
6189.43,Credit Card,Shopping,0,Desktop,8,1,0
3056.21,Debit Card,Electronics,1,Desktop,17,0,1
3225.71,Wallet,Bills,0,Mobile,54,0,0
3041.97,Credit Card,Food,1,Desktop,8,1,0
861.72,Debit Card,Electronics,0,Desktop,25,0,0
3121.02,Debit Card,Travel,1,Mobile,59,1,1
13186.68,UPI,Bills,1,Mobile,45,1,1
3325.24,Debit Card,Travel,0,Mobile,32,0,0
3668.19,Wallet,Shopping,0,Mobile,7,1,0
22031.81,Debit Card,Bills,1,Desktop,26,0,1
2517.61,Net Banking,Food,1,Mobile,58,0,0
1125.63,Debit Card,Shopping,0,Mobile,15,1,0
3586.23,Credit Card,Electronics,0,Desktop,9,0,0
641.8,Wallet,Travel,0,Desktop,8,1,0
10627.41,Debit Card,Travel,0,Mobile,23,0,0
4759.24,Credit Card,Food,1,Desktop,31,0,0
5942.43,Credit Card,Bills,1,Mobile,39,1,1
1821.7,Net Banking,Bills,0,Desktop,59,1,0
5296.79,UPI,Shopping,1,Desktop,17,1,1
3150.9,Wallet,Food,1,Desktop,24,0,0
784.13,Wallet,Travel,0,Desktop,45,1,1
240.23,Debit Card,Food,0,Desktop,37,1,0
2266.76,Debit Card,Travel,0,Mobile,26,0,0
3870.41,UPI,Electronics,0,Mobile,44,0,0
2548.9,Net Banking,Travel,0,Desktop,56,0,0
2326.27,UPI,Food,0,Mobile,29,1,0
3251.07,UPI,Food,1,Desktop,13,1,0
2949.63,Credit Card,Food,0,Mobile,16,1,1
1669.65,Net Banking,Travel,1,Desktop,44,0,1
795.65,Wallet,Bills,1,Desktop,55,1,1
1859.37,Credit Card,Food,0,Mobile,34,1,0
64.5,Wallet,Electronics,1,Mobile,55,1,1
615.44,Net Banking,Travel,1,Mobile,18,1,0
8393.98,Debit Card,Bills,0,Desktop,35,1,1
217.81,Wallet,Bills,0,Desktop,46,0,0
1295.64,UPI,Shopping,1,Desktop,49,0,0
1542.15,Net Banking,Food,1,Desktop,53,1,1
1960.52,Wallet,Bills,1,Mobile,16,0,0
6206.74,Wallet,Electronics,0,Desktop,47,0,0
1523.93,Debit Card,Food,0,Mobile,30,0,0
1622.65,Net Banking,Shopping,0,Mobile,39,0,0
2217.69,Net Banking,Bills,1,Desktop,1,0,0
818.49,Debit Card,Electronics,0,Mobile,3,1,0
1889.45,Debit Card,Shopping,0,Desktop,56,0,0
1015.83,Wallet,Electronics,1,Mobile,4,1,1
3771.63,Credit Card,Bills,0,Desktop,37,1,0
129.01,Net Banking,Shopping,1,Mobile,1,1,1
7235.16,Wallet,Shopping,1,Desktop,15,0,0
1674.66,UPI,Food,0,Desktop,49,0,0
1490.92,UPI,Shopping,0,Desktop,4,0,0
738.68,Net Banking,Shopping,1,Desktop,58,0,0
4798.3,Debit Card,Travel,0,Desktop,37,1,0
280.99,UPI,Bills,1,Desktop,6,1,0
12107.75,Net Banking,Shopping,1,Mobile,46,0,1
2754.87,Debit Card,Electronics,0,Mobile,13,1,0
13580.44,Debit Card,Food,0,Mobile,7,0,0
14188.33,Credit Card,Electronics,0,Mobile,59,0,0
1540.39,Wallet,Food,0,Mobile,29,1,0
3146.44,Wallet,Electronics,1,Desktop,53,1,1
5327.23,UPI,Electronics,1,Desktop,46,1,1
786.71,Credit Card,Food,0,Desktop,34,0,0
1453.97,Wallet,Shopping,1,Mobile,41,0,0
619.0,Net Banking,Bills,0,Mobile,3,0,0
5249.65,UPI,Shopping,0,Mobile,5,0,0
178.75,Wallet,Shopping,0,Desktop,47,1,1
731.28,Debit Card,Electronics,0,Mobile,9,1,0
7882.96,UPI,Food,0,Desktop,58,1,0
2233.52,Credit Card,Bills,0,Mobile,59,0,0
1513.75,Wallet,Travel,0,Desktop,50,1,1
2027.02,Wallet,Shopping,1,Desktop,17,1,1
501.34,UPI,Bills,0,Desktop,32,0,0
1867.4,UPI,Food,0,Mobile,13,0,0
760.1,UPI,Shopping,0,Desktop,47,1,1
106.46,Wallet,Shopping,1,Desktop,4,0,0
2603.12,Debit Card,Food,0,Desktop,34,0,0
1834.33,Debit Card,Bills,0,Mobile,56,0,0
926.1,Debit Card,Food,1,Desktop,28,0,0
1942.67,Credit Card,Bills,0,Mobile,3,0,0
9347.03,Credit Card,Travel,1,Mobile,12,1,1
108.19,Credit Card,Travel,1,Mobile,15,0,0
3194.74,Debit Card,Travel,1,Mobile,5,1,1
3986.48,Credit Card,Shopping,0,Mobile,34,0,0
1575.04,Net Banking,Electronics,1,Desktop,15,1,1
15.29,Credit Card,Bills,1,Mobile,59,1,1
3855.77,UPI,Bills,0,Desktop,26,0,0
2281.73,Credit Card,Travel,1,Desktop,37,0,0
746.09,Net Banking,Shopping,1,Mobile,13,0,0
6746.56,Wallet,Bills,0,Mobile,13,1,1
5715.6,Debit Card,Electronics,0,Mobile,40,1,0
6434.34,UPI,Electronics,0,Mobile,29,1,0
7109.82,Debit Card,Electronics,0,Mobile,3,0,0
1282.25,Credit Card,Electronics,1,Mobile,34,0,0
2354.33,Credit Card,Bills,1,Desktop,13,1,1
931.94,Debit Card,Shopping,0,Mobile,6,0,0
2209.79,UPI,Food,0,Mobile,16,1,0
3222.8,Wallet,Food,1,Mobile,33,0,0
513.58,UPI,Bills,0,Desktop,48,1,0
3696.74,Debit Card,Electronics,1,Desktop,43,0,0
818.14,Debit Card,Bills,0,Mobile,53,1,0
3419.62,Net Banking,Electronics,1,Desktop,27,0,0
4191.66,Net Banking,Bills,0,Mobile,7,0,0
6402.0,Debit Card,Electronics,1,Desktop,45,1,1
6163.51,Net Banking,Food,0,Mobile,51,1,0
6337.67,UPI,Bills,0,Mobile,42,0,0
413.89,UPI,Travel,0,Desktop,43,0,0
778.74,Wallet,Shopping,1,Mobile,39,1,0
525.78,Debit Card,Shopping,0,Desktop,36,0,0
2437.02,Credit Card,Bills,1,Desktop,13,1,1
2124.59,Credit Card,Shopping,1,Desktop,39,0,0
643.79,Debit Card,Food,0,Mobile,13,0,0
2878.59,Wallet,Travel,0,Desktop,49,1,0
2461.88,Wallet,Electronics,1,Mobile,40,1,0
902.52,UPI,Electronics,0,Desktop,24,0,0
5122.47,Net Banking,Food,0,Mobile,48,0,0
339.44,Net Banking,Shopping,1,Mobile,30,0,0
55.8,Wallet,Bills,1,Desktop,41,1,0
9889.86,Net Banking,Shopping,1,Desktop,28,1,1
3004.09,Net Banking,Electronics,0,Mobile,30,1,0
4203.6,Credit Card,Shopping,0,Mobile,22,1,0
8304.76,Wallet,Travel,1,Mobile,32,1,1
4420.19,Debit Card,Food,0,Desktop,4,0,0
1074.16,Credit Card,Shopping,0,Desktop,17,0,0
4421.89,Net Banking,Food,0,Mobile,17,1,1
2618.05,UPI,Travel,1,Desktop,1,1,1
179.0,Credit Card,Shopping,1,Desktop,56,0,1
140.46,Debit Card,Bills,0,Desktop,50,0,0
13860.36,Debit Card,Food,1,Desktop,47,1,1
10409.51,UPI,Food,0,Desktop,36,1,0
3128.74,Debit Card,Food,0,Desktop,52,1,1
4259.72,Net Banking,Travel,1,Mobile,7,0,1
203.64,UPI,Travel,1,Desktop,33,1,1
1172.96,Wallet,Food,0,Mobile,15,0,0
5124.22,Debit Card,Electronics,0,Mobile,11,1,1
3449.36,Net Banking,Travel,1,Desktop,26,0,0
519.27,Net Banking,Electronics,1,Mobile,34,0,1
17554.59,Net Banking,Shopping,1,Mobile,17,0,0
323.4,Net Banking,Travel,0,Mobile,41,1,0
536.03,Wallet,Shopping,0,Desktop,55,0,0
5244.73,UPI,Electronics,1,Mobile,11,1,0
748.35,Debit Card,Travel,1,Mobile,2,1,1
4446.07,UPI,Travel,1,Desktop,20,1,1
3188.39,Debit Card,Bills,1,Desktop,27,1,1
6076.09,Credit Card,Shopping,1,Mobile,44,0,0
95.41,UPI,Electronics,1,Mobile,29,1,1
8626.71,Credit Card,Electronics,0,Desktop,16,1,0
5842.3,Credit Card,Electronics,0,Mobile,20,0,0
1520.47,Credit Card,Shopping,1,Desktop,57,0,0
1751.8,UPI,Bills,1,Desktop,59,0,0
1579.51,Credit Card,Electronics,0,Mobile,38,0,0
783.92,Debit Card,Bills,1,Desktop,35,1,0
94.89,Credit Card,Food,0,Desktop,25,1,0
3765.0,Debit Card,Shopping,1,Mobile,18,0,0
5993.21,Net Banking,Travel,0,Desktop,16,0,0
2350.74,Debit Card,Bills,1,Mobile,46,0,0
683.34,Wallet,Travel,0,Desktop,29,1,0
4496.33,Net Banking,Travel,1,Mobile,15,0,1
1813.73,UPI,Shopping,1,Desktop,50,0,0
4294.18,Debit Card,Electronics,1,Mobile,3,1,1
4780.66,Credit Card,Travel,0,Mobile,44,1,0
99.2,Wallet,Travel,1,Mobile,58,1,1
2876.42,Wallet,Travel,1,Mobile,46,0,0
1860.23,UPI,Bills,1,Desktop,30,0,1
374.34,Credit Card,Food,1,Desktop,17,0,0
2804.18,UPI,Electronics,0,Desktop,20,0,0
1687.97,UPI,Travel,1,Desktop,38,1,1
766.77,Net Banking,Electronics,1,Mobile,22,0,0
2616.62,UPI,Shopping,1,Desktop,53,1,1
2676.73,Wallet,Shopping,0,Desktop,8,0,0
1114.77,UPI,Travel,0,Desktop,13,0,0
486.08,Net Banking,Travel,1,Desktop,21,1,1
225.62,UPI,Shopping,1,Mobile,18,0,1
1961.43,Debit Card,Travel,0,Mobile,31,0,0
3839.19,Debit Card,Electronics,1,Desktop,11,0,0
3562.15,Debit Card,Travel,1,Mobile,33,0,0
9150.48,Credit Card,Electronics,0,Desktop,41,1,1
121.28,Credit Card,Shopping,1,Mobile,22,1,1
4148.84,Wallet,Shopping,0,Mobile,41,1,1
831.39,UPI,Food,1,Mobile,57,1,1
2538.23,UPI,Bills,0,Desktop,15,0,0
2072.78,Wallet,Bills,1,Desktop,22,1,0
708.49,Wallet,Bills,1,Desktop,33,0,0
2460.55,UPI,Travel,0,Desktop,32,0,0
8502.75,Credit Card,Bills,0,Mobile,33,0,0
2187.64,Net Banking,Food,0,Mobile,33,0,0
6424.81,UPI,Shopping,0,Mobile,30,1,0
101.3,Credit Card,Bills,1,Mobile,52,0,0
1328.57,Net Banking,Electronics,1,Mobile,39,0,0
427.17,Wallet,Food,0,Mobile,39,0,0
672.65,Wallet,Electronics,1,Mobile,58,0,1
4837.13,Credit Card,Bills,1,Desktop,34,0,0
126.17,UPI,Bills,1,Mobile,44,0,1
331.35,Net Banking,Travel,0,Desktop,11,1,0
397.92,UPI,Electronics,1,Desktop,59,1,1
96.29,Wallet,Travel,1,Desktop,6,1,0
2876.07,Debit Card,Bills,1,Desktop,31,1,1
2338.05,UPI,Travel,0,Mobile,50,1,0
8209.43,Debit Card,Bills,0,Mobile,8,1,0
3756.2,Net Banking,Electronics,1,Mobile,20,1,1
1244.05,Wallet,Food,0,Desktop,59,0,0
1987.26,Net Banking,Bills,0,Desktop,11,1,0
6756.15,Credit Card,Bills,1,Desktop,4,0,1
2730.0,UPI,Electronics,0,Desktop,22,1,1
1806.18,Debit Card,Food,0,Desktop,3,1,1
124.82,UPI,Shopping,1,Desktop,42,0,1
1732.0,Debit Card,Food,0,Mobile,18,0,0
186.75,Wallet,Shopping,0,Desktop,23,1,0
3151.99,Debit Card,Food,1,Desktop,25,0,0
6162.11,Wallet,Bills,0,Desktop,58,0,0
1197.04,Net Banking,Bills,0,Mobile,46,0,0
1232.47,UPI,Travel,0,Desktop,8,1,0
6163.26,Debit Card,Bills,0,Mobile,53,0,0
3225.05,Wallet,Shopping,0,Mobile,51,1,1
529.04,UPI,Electronics,1,Mobile,6,0,0
3810.36,Debit Card,Electronics,0,Mobile,22,1,0
1211.81,Debit Card,Electronics,0,Mobile,56,1,0
11041.92,UPI,Shopping,0,Mobile,3,1,1
255.13,Credit Card,Food,1,Mobile,51,1,1
3420.44,Credit Card,Food,1,Desktop,29,1,0
1625.92,Debit Card,Shopping,1,Mobile,15,0,1
893.94,Debit Card,Bills,1,Desktop,12,1,1
574.18,Net Banking,Food,0,Mobile,21,1,0
3896.71,Debit Card,Food,1,Desktop,24,1,0
1662.73,Debit Card,Shopping,0,Mobile,4,0,0
3988.04,UPI,Bills,0,Mobile,20,1,0
2108.65,Credit Card,Food,1,Desktop,50,1,1
6052.93,Wallet,Travel,1,Desktop,32,1,1
2660.62,Debit Card,Electronics,1,Desktop,58,1,0
3875.76,UPI,Electronics,0,Desktop,36,0,0
6200.72,Debit Card,Bills,1,Mobile,34,0,1
4724.47,Net Banking,Food,0,Desktop,39,1,0
972.32,Credit Card,Travel,1,Mobile,51,0,1
1001.62,Credit Card,Food,1,Desktop,12,1,1
1452.78,Debit Card,Shopping,1,Mobile,18,1,1
2995.43,Debit Card,Shopping,1,Desktop,15,0,0
806.75,Credit Card,Food,0,Desktop,26,0,0
3774.49,UPI,Food,1,Mobile,48,1,1
2762.82,Wallet,Travel,1,Desktop,42,0,0
813.63,Debit Card,Food,0,Mobile,14,1,1
2156.1,Net Banking,Bills,1,Desktop,37,1,0
5780.37,UPI,Travel,1,Mobile,45,1,1
1724.31,Wallet,Shopping,0,Desktop,54,0,0
6138.02,Wallet,Shopping,0,Desktop,47,1,1
2696.22,UPI,Bills,0,Desktop,39,0,0
1335.27,UPI,Bills,1,Mobile,2,1,1
300.33,Wallet,Travel,1,Desktop,17,0,0
1488.21,Credit Card,Travel,1,Mobile,57,0,0
1527.71,Net Banking,Electronics,0,Desktop,35,1,0
3207.77,Credit Card,Food,0,Desktop,1,1,1
4454.68,Debit Card,Electronics,1,Desktop,56,0,1
1515.82,Wallet,Travel,0,Desktop,23,1,0
1814.25,Debit Card,Travel,1,Desktop,11,1,1
6455.0,Debit Card,Travel,1,Desktop,54,0,1
558.11,Net Banking,Food,0,Desktop,10,1,0
1786.85,Wallet,Food,0,Mobile,12,0,0
5296.23,Credit Card,Electronics,0,Mobile,1,1,0
1790.42,Wallet,Food,0,Mobile,8,1,0
2880.3,Credit Card,Travel,1,Mobile,1,0,0
873.17,Wallet,Shopping,1,Mobile,54,0,1
550.4,Net Banking,Bills,1,Mobile,57,1,1
2790.7,Credit Card,Shopping,1,Mobile,47,0,1
3270.19,Wallet,Electronics,1,Desktop,37,0,1
4566.9,Credit Card,Food,1,Mobile,56,0,0
4914.59,Credit Card,Electronics,0,Desktop,28,0,0
5990.07,Wallet,Bills,0,Desktop,6,0,0
691.42,Net Banking,Shopping,0,Desktop,20,1,0
943.1,Net Banking,Bills,1,Mobile,2,1,1
393.65,Debit Card,Bills,0,Desktop,37,0,0
8275.14,UPI,Travel,0,Desktop,29,1,0
3064.98,Debit Card,Food,1,Mobile,35,1,0
1805.53,UPI,Electronics,1,Desktop,53,1,1
278.17,Wallet,Shopping,0,Desktop,33,0,0
2123.17,Net Banking,Bills,1,Mobile,14,1,0
3496.26,UPI,Bills,1,Mobile,20,1,1
12944.25,Debit Card,Shopping,1,Mobile,24,1,1
3474.78,Wallet,Electronics,0,Mobile,34,1,1
1170.83,Debit Card,Electronics,1,Mobile,29,1,1
6073.0,Debit Card,Electronics,0,Desktop,31,0,0
879.99,Wallet,Bills,1,Desktop,43,1,1
2013.26,Credit Card,Bills,0,Desktop,44,0,0
2279.43,Net Banking,Bills,0,Desktop,23,0,0
91.3,Wallet,Food,1,Mobile,45,1,0
464.85,Wallet,Food,1,Mobile,50,1,1
676.39,Debit Card,Food,0,Desktop,55,1,0
531.58,Credit Card,Bills,1,Mobile,21,1,1
295.82,Net Banking,Shopping,0,Mobile,8,1,1
509.39,Wallet,Travel,1,Mobile,38,0,0
6078.09,Net Banking,Electronics,1,Desktop,22,0,0
884.35,Net Banking,Electronics,0,Mobile,1,1,1
5462.61,Debit Card,Travel,1,Desktop,26,0,0
1406.64,Wallet,Bills,1,Mobile,30,0,0
2062.54,Net Banking,Bills,0,Mobile,17,0,0
5331.39,Wallet,Bills,0,Desktop,47,1,1
2536.17,Debit Card,Travel,1,Mobile,12,0,0
360.1,Net Banking,Shopping,1,Mobile,25,1,1
3508.97,Net Banking,Shopping,1,Mobile,33,0,0
2753.45,Credit Card,Travel,1,Desktop,31,1,1
3226.61,Debit Card,Shopping,0,Desktop,53,1,1
3298.58,Wallet,Bills,1,Mobile,41,1,1
338.14,Net Banking,Food,1,Mobile,28,0,0
520.52,Wallet,Food,0,Desktop,6,0,0
1148.67,Credit Card,Travel,0,Mobile,33,0,0
1567.22,UPI,Food,0,Mobile,48,1,0
4188.16,UPI,Bills,0,Mobile,53,0,0
2511.17,Wallet,Travel,0,Desktop,41,1,0
346.6,UPI,Food,0,Desktop,34,0,0
1553.25,Wallet,Electronics,0,Desktop,46,1,0
7797.92,UPI,Electronics,1,Desktop,19,1,0
4948.37,UPI,Travel,1,Mobile,18,0,1
6308.53,Wallet,Bills,0,Mobile,23,0,0
1715.89,Debit Card,Bills,0,Mobile,11,1,1
1413.24,Credit Card,Electronics,1,Mobile,54,0,0
3141.55,Net Banking,Travel,0,Mobile,21,0,0
1177.29,Net Banking,Food,1,Desktop,12,0,0
2823.53,UPI,Shopping,1,Desktop,15,1,1
3566.93,UPI,Bills,0,Desktop,29,1,0
1786.39,Wallet,Electronics,1,Desktop,49,0,0
2366.91,Debit Card,Travel,0,Mobile,35,1,0
773.48,UPI,Travel,0,Mobile,26,0,0
2653.37,UPI,Travel,0,Mobile,8,0,0
3309.78,Wallet,Electronics,0,Desktop,10,1,0
4273.16,UPI,Food,1,Desktop,9,0,0
1433.07,Wallet,Travel,1,Desktop,26,0,0
9077.25,UPI,Food,0,Mobile,2,1,1
1957.06,Credit Card,Travel,1,Desktop,53,1,1
5042.26,Wallet,Food,0,Mobile,25,1,0
1435.05,Credit Card,Shopping,1,Mobile,34,1,0
2243.59,Credit Card,Shopping,1,Mobile,15,0,0
2288.15,Credit Card,Food,0,Mobile,15,0,0
1504.43,UPI,Food,1,Mobile,23,0,0
5029.71,Wallet,Bills,0,Desktop,50,1,1
3770.97,Debit Card,Electronics,1,Desktop,43,1,1
55.2,Net Banking,Electronics,1,Desktop,23,0,0
1690.9,Wallet,Food,0,Desktop,16,0,0
3127.9,Credit Card,Travel,0,Mobile,15,0,0
837.09,Wallet,Bills,1,Mobile,11,1,1
1434.47,Net Banking,Food,0,Desktop,4,0,0
8174.19,UPI,Bills,1,Mobile,22,1,1
649.09,UPI,Travel,1,Mobile,14,0,0
1995.85,Credit Card,Electronics,0,Mobile,48,0,0
2221.25,Net Banking,Electronics,1,Desktop,46,1,1
1101.43,UPI,Food,1,Mobile,47,1,0
2279.53,Wallet,Bills,0,Mobile,8,1,0
1118.88,Net Banking,Bills,0,Desktop,36,0,0
3793.67,UPI,Food,1,Desktop,2,1,1
954.94,UPI,Travel,1,Mobile,4,1,1
5197.77,Credit Card,Food,1,Desktop,30,0,0
599.56,Credit Card,Bills,1,Mobile,31,0,0
5885.85,Net Banking,Food,1,Mobile,39,1,0
2234.35,Wallet,Shopping,1,Desktop,7,0,0
1049.86,Debit Card,Shopping,0,Desktop,49,1,0
2513.22,Net Banking,Electronics,0,Mobile,42,1,0
7494.07,UPI,Food,0,Mobile,20,1,0
1982.31,Wallet,Shopping,0,Mobile,7,0,0
5074.36,Credit Card,Shopping,0,Mobile,44,1,0
133.15,Credit Card,Shopping,0,Desktop,42,1,0
357.38,Wallet,Food,1,Desktop,13,1,1
2760.99,UPI,Bills,1,Mobile,54,0,0
2171.9,Credit Card,Travel,1,Desktop,28,0,0
776.62,Credit Card,Travel,1,Mobile,9,0,0
3120.51,Debit Card,Food,1,Mobile,24,0,0
1588.13,Wallet,Shopping,1,Mobile,42,1,1
6908.45,Debit Card,Food,0,Mobile,16,1,0
2440.1,Debit Card,Electronics,1,Mobile,27,0,0
4549.56,Debit Card,Electronics,0,Desktop,50,1,0
3949.84,Debit Card,Travel,1,Mobile,36,1,1
1653.58,Debit Card,Travel,0,Desktop,10,1,1
4974.78,UPI,Food,0,Desktop,19,1,1
2933.38,Wallet,Bills,0,Mobile,33,1,0
1654.66,Debit Card,Shopping,0,Mobile,5,0,0
551.82,Net Banking,Electronics,1,Desktop,35,0,0
6103.63,Credit Card,Travel,0,Desktop,33,1,0
